Marital status,Application mode,Course,Previous qualification,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Inflation rate,Output
1,14,2,1,1,0,20,0,0,0,0,0,-0.3,Dropout
1,1,12,1,1,1,19,0,7,8,6,13.53333333,0.5,Graduate
1,1,5,1,1,1,20,0,6,6,6,13.16666667,0.6,Graduate
1,1,11,1,1,1,19,0,6,9,5,13.2,0.5,Graduate
1,16,5,1,1,0,21,0,6,7,5,12.2,1.4,Enrolled
1,1,16,1,1,1,19,0,7,7,7,13.42857143,0.6,Graduate
1,1,5,1,1,1,18,1,6,8,6,12.71428571,-0.3,Graduate
1,8,8,1,1,0,19,0,6,0,0,0,2.8,Dropout
1,8,14,1,1,1,19,0,6,6,6,13.66666667,1.4,Graduate
1,1,15,1,1,0,20,0,6,6,5,11,0.3,Graduate
1,8,16,1,1,0,18,0,7,11,5,11.4,-0.3,Enrolled
1,14,2,1,1,0,18,0,0,0,0,0,2.8,Enrolled
1,8,8,1,1,0,18,0,5,7,4,12,2.6,Graduate
1,8,15,1,1,0,18,0,6,6,0,0,1.4,Dropout
1,8,10,1,1,0,18,0,6,14,5,11,2.6,Graduate
1,9,15,1,1,0,20,0,6,12,5,12,2.8,Dropout
1,8,12,1,1,1,19,0,7,7,7,13.30857143,0.5,Graduate
1,1,16,1,0,0,21,0,6,8,3,13.66666667,2.8,Dropout
1,8,14,3,0,0,20,0,6,6,0,0,1.4,Dropout
1,1,11,1,1,0,18,0,6,10,5,12.2,-0.8,Graduate
1,1,15,1,1,1,20,0,6,7,6,12.66666667,1.4,Graduate
1,1,12,1,1,1,19,0,8,8,8,14.07125,-0.8,Graduate
1,1,6,6,1,0,22,0,5,14,4,14.25,-0.8,Dropout
1,8,8,1,0,0,22,0,6,0,0,0,-0.8,Dropout
1,1,16,1,1,0,18,0,6,10,3,12,1.4,Enrolled
1,14,9,1,1,0,21,3,10,18,6,11.16666667,2.6,Enrolled
1,1,10,1,1,0,19,0,6,12,2,13,2.6,Graduate
1,1,2,1,1,0,19,0,0,0,0,0,1.4,Dropout
1,1,12,1,1,1,20,0,8,8,7,14.90142857,-0.8,Dropout
1,1,12,1,1,1,18,0,7,8,7,12.65,2.8,Graduate
1,16,17,16,0,0,22,7,12,12,7,11,1.4,Dropout
1,8,6,1,1,0,20,0,5,7,4,12.4,2.6,Graduate
1,15,4,14,1,0,19,0,6,7,6,12,0.5,Graduate
1,1,12,1,1,1,19,0,7,8,7,12.13571429,0.5,Graduate
1,1,12,1,1,1,20,0,7,10,5,12.62,0.6,Enrolled
1,12,17,1,1,0,25,0,5,11,3,10.66666667,2.8,Enrolled
1,1,12,1,1,1,19,0,7,12,6,13.76666667,2.8,Graduate
1,9,12,1,1,0,19,0,8,8,8,13.11625,-0.8,Graduate
1,1,5,1,0,0,19,0,5,5,0,0,1.4,Dropout
1,1,12,1,1,0,20,0,7,9,6,12.7,-0.3,Graduate
1,12,13,1,1,0,25,0,7,11,7,11.85714286,0.5,Enrolled
1,8,12,1,1,1,20,0,7,7,6,12.33333333,2.6,Graduate
1,12,10,1,1,0,24,0,6,9,4,15.75,-0.8,Enrolled
1,1,14,1,1,0,20,0,5,6,5,13.33333333,2.6,Graduate
1,13,12,1,1,0,21,4,7,9,7,14.35555556,2.8,Graduate
1,15,4,14,1,1,19,0,6,8,6,13,2.8,Graduate
1,1,15,1,1,1,19,0,6,6,6,12.83333333,0.3,Graduate
1,1,14,1,1,1,21,0,5,5,5,13.2,-0.8,Graduate
1,12,12,3,1,0,28,0,7,9,7,17.00555556,2.8,Graduate
1,1,10,1,0,1,19,0,6,8,5,10.6,1.4,Graduate
1,1,9,1,1,1,18,0,5,5,5,14,0.5,Graduate
5,8,12,1,1,1,18,0,8,8,7,12.11428571,3.7,Graduate
1,1,12,1,1,1,18,0,8,8,8,13.05875,-0.8,Graduate
1,13,12,1,1,0,22,4,8,8,7,13.28571429,3.7,Graduate
1,1,9,1,1,0,19,0,5,9,4,11,0.5,Enrolled
1,1,12,1,1,1,18,0,7,7,7,14.07142857,-0.3,Graduate
1,8,11,1,0,0,20,0,6,0,0,0,2.8,Dropout
1,15,2,14,0,0,26,4,9,9,4,11.25,0.5,Dropout
1,1,5,1,1,1,18,0,6,6,6,14,1.4,Graduate
1,1,11,1,1,1,21,0,6,8,6,12.16666667,1.4,Dropout
1,8,12,1,1,0,18,0,8,8,7,13.29714286,1.4,Graduate
1,1,6,1,1,0,20,0,6,14,6,13.92307692,2.8,Graduate
1,1,12,1,1,0,18,0,7,11,7,13.37,2.8,Graduate
1,8,9,1,1,1,19,0,5,5,5,12.4,3.7,Enrolled
1,1,14,1,1,0,20,0,5,5,4,15,2.6,Dropout
1,1,16,1,1,1,18,0,6,6,6,13.33333333,3.7,Graduate
1,7,9,1,1,1,20,0,5,8,3,12,1.4,Enrolled
1,1,3,1,1,0,22,0,6,7,5,13.4,2.6,Graduate
1,1,2,1,1,0,18,0,0,0,0,0,2.6,Enrolled
1,16,17,1,1,0,21,1,5,9,4,11.5,1.4,Graduate
1,9,16,1,1,0,18,0,7,12,6,12,-0.3,Enrolled
1,1,12,1,1,0,18,0,8,8,7,13.48571429,3.7,Graduate
1,1,5,1,1,1,18,0,6,6,6,12,1.4,Graduate
1,8,2,1,1,0,19,0,0,0,0,0,2.8,Dropout
1,8,9,1,1,0,19,0,5,7,3,10.33333333,1.4,Enrolled
1,1,12,1,1,0,19,0,7,10,5,12.94,0.3,Enrolled
1,1,12,1,1,0,19,0,8,11,7,13.25857143,1.4,Graduate
1,1,9,1,1,0,19,0,5,9,4,12.25,1.4,Enrolled
1,8,11,1,0,0,19,0,6,9,3,11.66666667,1.4,Dropout
1,7,11,1,1,1,21,0,6,7,6,13.57142857,1.4,Graduate
1,1,15,1,1,1,20,0,6,9,5,11.8,2.8,Graduate
1,1,9,1,1,1,20,0,5,7,5,14.2,0.6,Graduate
1,12,17,12,1,0,41,0,5,8,5,11,2.6,Graduate
4,4,12,15,1,0,32,0,7,16,4,13.625,0.5,Enrolled
1,8,12,1,1,0,18,0,8,8,7,14.65285714,1.4,Graduate
4,12,3,1,1,1,35,0,6,9,6,11.33333333,2.8,Graduate
1,12,12,1,0,0,32,0,7,12,4,13.7,0.3,Dropout
1,12,3,15,1,0,37,7,11,11,11,13.72727273,0.5,Graduate
2,12,9,3,1,0,30,4,7,9,7,11.75,3.7,Dropout
1,14,15,1,1,0,23,0,6,9,6,12.33333333,2.6,Graduate
1,8,15,1,1,1,20,0,6,6,6,14,2.8,Dropout
1,1,14,1,1,0,21,0,5,7,4,11.5,-0.8,Graduate
1,1,9,1,1,0,19,0,5,6,5,11.2,0.5,Graduate
1,8,12,1,1,1,18,0,8,8,7,15.07,1.4,Graduate
1,13,7,1,1,0,18,0,5,6,1,10,1.4,Dropout
1,12,17,1,1,0,24,0,5,5,4,12,0.5,Enrolled
1,9,14,1,1,0,22,0,6,11,4,13,3.7,Graduate
1,8,11,1,1,0,18,0,6,7,4,11,0.3,Dropout
1,7,10,1,1,0,18,0,6,8,6,13.57142857,-0.8,Graduate
1,1,5,1,1,0,21,0,6,7,5,14.6,0.3,Graduate
4,12,12,1,1,0,38,0,7,13,3,11.83333333,0.3,Dropout
1,9,13,1,1,1,19,0,7,11,7,12.625,3.7,Graduate
6,12,12,1,1,0,36,0,7,12,4,11.5,0.3,Dropout
1,7,6,1,1,0,18,0,5,8,4,13.25,3.7,Graduate
1,1,12,1,1,0,19,0,7,9,7,12.60625,0.5,Graduate
1,17,6,16,0,0,21,7,10,15,8,13.75,1.4,Dropout
1,1,12,1,1,0,19,0,7,10,6,13.59833333,0.6,Enrolled
1,1,10,1,1,1,18,0,6,11,5,11.14285714,0.3,Graduate
2,4,12,3,1,0,45,7,11,11,11,12.7,-0.3,Enrolled
1,8,9,1,1,0,20,0,5,9,1,10,2.6,Dropout
1,8,11,1,1,0,18,0,6,8,6,11.66666667,-0.3,Graduate
1,1,14,1,1,1,18,0,6,8,6,14,0.6,Graduate
1,4,8,3,1,0,25,0,5,9,0,0,1.4,Dropout
1,1,12,1,1,0,19,0,8,9,7,12.04142857,1.4,Graduate
1,1,2,1,1,1,18,0,0,0,0,0,-0.3,Graduate
1,4,11,15,1,0,39,12,13,14,13,13.76923077,-0.3,Graduate
2,12,4,1,1,0,29,13,18,20,18,15.44444444,2.8,Graduate
1,8,16,1,1,0,18,0,7,9,6,11.5,-0.3,Enrolled
1,4,5,3,0,0,23,0,3,3,2,10,1.4,Dropout
1,13,16,1,1,0,21,0,6,8,4,12.25,3.7,Dropout
1,1,10,1,0,0,18,0,6,6,6,14.5,1.4,Graduate
1,4,6,15,1,0,23,0,6,7,6,15.57142857,0.5,Graduate
1,1,8,1,1,0,18,0,6,7,6,15.57142857,0.6,Graduate
2,12,3,12,1,0,32,0,6,8,5,13.8,-0.8,Graduate
2,12,9,1,0,0,29,0,5,8,3,10.66666667,1.4,Dropout
1,1,10,1,1,1,20,0,6,8,5,11.6,1.4,Graduate
1,12,10,1,0,0,28,0,6,11,1,13,-0.8,Dropout
1,4,9,3,1,0,27,0,5,9,3,12,1.4,Graduate
1,14,12,1,1,0,22,11,14,14,12,12.33333333,2.6,Graduate
2,12,4,12,1,0,37,0,6,10,6,12.875,0.3,Enrolled
1,4,3,3,0,0,28,0,6,12,1,11,3.7,Dropout
2,12,4,1,0,0,43,0,6,10,4,12.25,1.4,Dropout
1,14,13,1,0,0,32,0,7,7,0,0,1.4,Dropout
1,8,10,1,1,1,20,0,6,11,4,10.75,2.8,Enrolled
4,12,12,12,1,1,35,0,8,9,8,13.63,-0.8,Graduate
1,1,14,1,1,0,21,0,5,8,3,13,2.6,Graduate
1,1,12,1,1,1,18,0,7,9,6,13.53333333,0.5,Enrolled
1,1,12,1,1,1,18,0,7,7,7,16.9,0.3,Graduate
1,8,10,1,1,0,18,0,6,10,5,12,0.3,Graduate
1,15,3,14,1,0,22,3,6,6,6,12.5,0.5,Graduate
1,1,12,1,1,0,19,0,8,8,7,12.76428571,1.4,Graduate
1,9,9,1,1,1,18,0,5,8,5,13.75,-0.3,Graduate
1,1,2,1,1,0,19,0,0,0,0,0,0.5,Dropout
1,1,12,1,1,1,18,0,7,7,7,14.60428571,0.6,Graduate
2,12,17,12,0,0,31,0,5,7,0,0,0.3,Dropout
2,12,3,12,1,1,33,0,6,9,5,13.83333333,-0.8,Graduate
1,1,12,1,1,1,19,0,8,8,8,13.57625,-0.8,Graduate
1,8,10,1,1,1,18,0,6,7,6,15.14285714,3.7,Graduate
1,1,9,1,1,0,23,0,5,8,3,10.66666667,2.6,Graduate
1,8,10,1,1,0,20,0,6,11,5,11.2,-0.8,Graduate
1,1,12,1,1,0,18,0,8,8,8,13.76375,-0.8,Graduate
1,17,6,16,1,0,21,7,9,10,8,13.25,1.4,Enrolled
1,1,10,1,1,1,22,0,6,10,5,10.71428571,3.7,Graduate
1,1,10,1,1,0,20,0,6,6,6,12.16666667,-0.8,Graduate
1,4,12,3,1,0,23,1,7,8,6,14.35714286,2.6,Graduate
1,8,15,1,1,0,19,0,6,6,6,12.83333333,0.3,Graduate
1,8,12,1,1,0,19,0,8,8,7,13.92571429,1.4,Graduate
1,12,17,1,1,0,26,0,5,9,2,12,1.4,Dropout
1,1,12,1,1,0,18,0,7,7,7,13.44285714,0.3,Graduate
1,9,7,1,1,0,18,0,5,5,1,16,-0.8,Dropout
1,15,4,14,1,0,20,0,6,8,6,13.125,0.3,Graduate
1,1,14,1,1,0,19,0,6,7,0,0,2.8,Dropout
1,14,17,1,0,0,32,5,9,9,5,11.4,1.4,Dropout
2,12,8,1,0,0,31,0,4,12,2,11,-0.8,Dropout
1,12,7,12,1,0,25,0,5,13,1,11,-0.3,Enrolled
1,13,6,14,1,0,21,2,6,14,5,13.66666667,0.3,Graduate
2,14,17,1,0,0,31,2,6,10,4,11.75,3.7,Dropout
2,12,16,1,1,0,34,0,7,11,1,10,0.3,Dropout
1,1,10,1,1,1,18,0,6,8,6,13.5,0.6,Graduate
1,1,10,1,1,0,19,0,6,0,0,0,0.5,Dropout
1,17,14,16,1,0,21,0,6,12,1,12,1.4,Enrolled
1,1,16,1,0,0,18,0,6,11,3,13,-0.8,Dropout
1,1,11,1,1,0,20,0,6,7,6,14.83333333,0.6,Graduate
1,14,15,1,1,0,20,0,6,6,6,11.83333333,2.8,Graduate
1,8,14,1,1,1,18,0,6,10,5,12,0.6,Graduate
1,1,10,1,1,0,19,0,6,11,4,12.75,2.6,Graduate
1,14,6,1,1,0,19,0,5,5,0,0,3.7,Enrolled
4,12,8,1,1,1,30,0,6,7,0,0,0.6,Dropout
1,8,10,1,1,0,19,0,6,6,6,12,0.6,Graduate
1,1,13,1,1,0,19,0,7,9,7,11.67777778,3.7,Graduate
1,1,12,1,1,1,19,0,8,8,7,13.6,3.7,Graduate
1,1,6,1,1,0,19,0,6,7,6,16,0.5,Graduate
1,1,10,1,1,0,20,0,6,9,5,11.8,2.6,Graduate
1,13,7,1,1,0,25,0,5,5,0,0,-0.3,Dropout
1,1,15,1,1,0,19,0,6,0,0,0,0.5,Dropout
2,12,16,1,1,1,34,0,6,7,6,16.14285714,-0.8,Graduate
1,9,12,1,1,1,18,0,8,8,7,11.78571429,3.7,Graduate
1,1,12,1,1,1,18,0,8,8,8,13.42375,-0.8,Graduate
1,1,14,1,1,0,20,0,6,8,6,12.5,0.6,Graduate
1,8,12,1,1,1,20,0,8,8,7,12.46428571,1.4,Graduate
1,17,17,1,1,0,23,6,11,18,8,12.375,1.4,Enrolled
1,12,14,1,1,0,28,0,6,8,1,10,1.4,Dropout
1,8,15,1,1,0,18,0,6,8,5,12.6,2.8,Enrolled
1,14,9,1,1,0,19,0,5,5,5,12.6,0.3,Graduate
2,1,9,1,1,0,34,0,5,7,2,10,2.6,Dropout
2,16,16,1,1,0,35,0,7,7,0,0,1.4,Dropout
1,4,17,15,1,0,32,0,5,7,5,11.6,0.5,Graduate
1,8,11,1,1,0,19,0,6,8,6,12.16666667,0.6,Graduate
1,8,14,1,1,0,18,0,6,10,4,13.6,0.6,Graduate
2,12,9,1,0,0,35,0,5,8,4,12.5,-0.8,Dropout
1,12,3,1,1,1,24,0,6,6,4,12.25,0.5,Enrolled
1,8,10,1,1,1,20,0,6,7,6,11.71428571,-0.3,Graduate
1,1,15,1,1,1,18,0,6,7,6,13.5,0.3,Graduate
1,1,12,1,1,1,20,0,8,8,7,13.02428571,1.4,Graduate
1,8,11,1,0,0,18,0,6,12,0,0,-0.8,Dropout
1,1,7,1,1,1,18,0,5,6,5,17.33333333,0.5,Graduate
1,1,14,1,1,1,20,0,5,7,4,11,-0.8,Graduate
1,8,16,1,1,0,19,0,7,10,6,13.66666667,0.5,Dropout
1,1,5,1,1,1,20,0,6,9,6,11.375,2.6,Enrolled
1,1,10,1,1,0,19,0,6,6,6,12.83333333,1.4,Graduate
1,1,15,1,1,0,20,0,6,9,5,12.6,2.6,Graduate
1,1,12,1,1,0,22,0,7,8,6,14.33333333,0.6,Graduate
1,8,7,1,1,1,18,0,5,8,4,13.5,0.6,Enrolled
1,1,12,1,1,0,19,0,8,8,7,14.28571429,3.7,Graduate
1,15,4,14,1,0,22,2,6,15,3,11.75,-0.3,Dropout
1,8,7,1,1,0,20,0,5,5,5,14.8,1.4,Graduate
2,12,4,1,0,0,34,0,6,7,0,0,0.5,Dropout
2,12,3,12,1,0,24,0,6,14,1,10,0.3,Dropout
1,12,14,1,1,0,26,0,5,5,0,0,2.6,Dropout
1,12,12,1,1,0,35,0,7,10,4,12.6,0.5,Dropout
1,1,17,1,1,0,22,0,5,9,5,12.42857143,2.6,Graduate
1,9,11,1,1,0,26,0,6,10,4,10,-0.8,Enrolled
1,8,9,1,1,0,19,0,5,7,3,12.33333333,1.4,Dropout
1,1,11,1,0,0,19,0,6,0,0,0,1.4,Dropout
1,15,2,14,1,0,20,0,0,0,0,0,2.8,Graduate
1,16,14,1,1,0,21,5,11,12,10,12.1,0.6,Graduate
1,1,15,1,1,1,19,0,6,7,6,14.71428571,-0.3,Graduate
1,1,15,1,1,0,18,0,6,6,6,12.66666667,3.7,Graduate
1,17,4,16,1,1,23,7,12,14,12,14.38461538,1.4,Graduate
1,8,9,1,1,1,18,0,5,5,5,13.4,3.7,Graduate
1,9,12,1,1,0,18,0,8,8,7,13.31428571,3.7,Graduate
1,1,12,1,1,0,19,0,8,8,7,11.98857143,1.4,Graduate
1,17,9,16,1,0,21,6,11,17,11,11.54545455,1.4,Graduate
1,1,6,1,1,1,18,0,6,13,6,16.46153846,2.8,Graduate
1,1,15,1,1,1,24,0,6,7,6,13.66666667,1.4,Graduate
1,1,12,1,1,0,18,0,7,8,7,12.65,0.3,Dropout
1,1,14,1,1,0,18,0,6,7,6,12.33333333,-0.3,Enrolled
1,8,12,1,1,0,20,0,7,8,6,14.37,0.5,Graduate
1,8,6,1,1,0,19,0,5,13,3,12,-0.8,Enrolled
1,1,15,1,0,1,18,0,6,12,3,12,2.6,Dropout
1,14,11,1,1,1,19,0,6,11,4,12,1.4,Dropout
1,8,16,1,1,0,19,0,6,10,5,12.6,1.4,Graduate
1,1,10,3,1,0,18,0,6,6,6,12.16666667,1.4,Graduate
1,1,16,1,1,0,20,0,7,8,6,13.5,0.6,Enrolled
1,1,12,1,1,1,18,0,8,8,8,13.76375,-0.8,Graduate
1,8,13,1,1,1,19,0,7,11,6,12.4,0.6,Graduate
1,8,9,1,1,0,18,0,5,16,4,10.66666667,-0.3,Enrolled
1,1,12,1,1,0,18,0,7,7,6,14.33333333,2.6,Graduate
1,1,6,1,1,0,21,0,6,12,4,12.5,0.6,Enrolled
1,8,11,1,0,0,19,0,6,14,1,10,2.6,Dropout
1,1,12,1,1,0,21,0,7,8,7,14.69625,0.5,Graduate
1,1,6,1,1,0,18,0,6,14,4,11.5,0.6,Enrolled
1,8,13,1,1,1,18,0,7,9,7,12.85555556,3.7,Graduate
1,1,12,1,1,0,18,0,7,7,7,13.7,0.6,Graduate
1,1,8,1,0,0,23,0,5,9,0,0,1.4,Dropout
1,1,10,1,1,0,20,0,6,13,3,11.2,0.3,Enrolled
1,1,12,1,1,0,18,0,7,7,7,13.28571429,0.3,Graduate
1,8,16,1,1,0,19,0,6,9,5,13,2.6,Enrolled
1,12,12,1,1,1,27,0,7,8,6,12.6,0.5,Enrolled
1,8,9,1,0,1,19,0,5,5,5,12.8,0.6,Enrolled
1,14,8,1,1,0,21,0,6,14,5,11.5,2.8,Dropout
1,9,12,1,1,1,19,0,8,8,7,11.4,1.4,Graduate
1,15,10,1,1,1,21,3,6,6,6,12.33333333,-0.3,Graduate
1,1,15,1,1,0,18,0,6,7,5,12.8,1.4,Graduate
1,8,6,1,1,1,20,0,5,8,5,12,3.7,Graduate
1,1,16,1,1,1,18,0,6,8,5,13,-0.8,Graduate
1,8,5,1,0,1,18,0,6,6,6,11.83333333,3.7,Dropout
1,1,6,1,1,0,18,0,6,8,6,14,1.4,Graduate
1,8,15,1,1,1,18,0,6,6,6,12.33333333,0.3,Graduate
1,1,12,1,1,1,19,0,7,10,5,13.04,0.5,Enrolled
1,17,6,16,0,0,23,7,11,18,11,13.16666667,1.4,Enrolled
1,12,6,12,1,1,24,1,6,7,6,12.5,1.4,Graduate
1,1,2,1,1,0,19,0,0,0,0,0,1.4,Graduate
1,1,12,1,1,0,18,0,8,8,7,15.65714286,3.7,Graduate
1,1,5,1,1,0,19,0,6,6,6,12.16666667,3.7,Graduate
1,8,16,1,1,0,19,0,6,0,0,0,1.4,Dropout
1,1,10,1,1,1,20,0,6,11,5,10.6,0.6,Enrolled
1,1,6,1,1,0,20,0,6,10,6,13.42857143,-0.3,Enrolled
1,12,15,1,1,0,26,0,6,8,4,11.75,2.6,Dropout
1,12,11,12,0,0,36,0,5,10,0,0,2.8,Dropout
1,8,2,1,0,0,19,0,0,0,0,0,1.4,Dropout
1,13,7,1,0,0,27,0,5,0,0,0,2.8,Dropout
1,1,7,1,1,0,18,0,5,9,1,13,1.4,Dropout
1,1,12,1,1,1,18,0,8,8,7,13.33142857,1.4,Graduate
1,12,5,1,1,0,28,0,6,0,0,0,0.5,Dropout
1,15,2,14,1,0,21,0,0,0,0,0,0.5,Graduate
1,1,12,1,1,0,19,0,7,7,6,13.7,2.6,Graduate
1,12,14,7,0,0,26,0,5,5,0,0,-0.8,Dropout
1,16,7,1,1,0,20,4,9,12,9,13.45454545,0.6,Dropout
1,1,12,1,1,0,19,0,8,8,7,12.2,3.7,Graduate
1,1,9,1,1,0,21,0,5,8,3,10,3.7,Dropout
1,17,14,16,1,1,23,0,6,7,5,13,1.4,Graduate
1,12,3,13,1,0,29,0,6,11,6,12,0.6,Graduate
1,1,12,1,1,0,20,0,8,8,7,15.02857143,3.7,Graduate
1,1,10,1,1,0,18,0,6,8,6,12,2.8,Graduate
1,1,15,1,1,0,19,0,6,8,5,12,-0.8,Graduate
1,4,13,3,0,0,23,3,7,7,3,13.66666667,1.4,Dropout
1,1,2,1,1,0,21,0,0,0,0,0,-0.3,Dropout
1,8,9,1,1,0,18,0,5,6,5,12,2.8,Enrolled
1,1,2,1,1,1,18,0,0,0,0,0,1.4,Graduate
1,1,5,1,0,0,21,0,6,6,1,14,-0.8,Dropout
1,16,10,1,1,0,22,0,6,6,0,0,0.6,Dropout
1,9,13,1,1,0,21,0,7,8,7,12.375,1.4,Graduate
1,12,12,1,0,0,32,0,7,0,0,0,0.3,Dropout
1,4,4,3,1,0,27,14,18,21,18,11.42105263,2.8,Graduate
1,1,12,1,1,0,18,0,7,7,6,13.35,2.6,Graduate
1,12,5,1,1,1,24,0,6,6,6,15,2.8,Graduate
1,1,8,1,1,0,22,0,5,9,2,10.5,3.7,Dropout
1,14,8,1,0,0,22,0,6,0,0,0,1.4,Dropout
1,1,9,1,1,0,19,0,5,8,5,13.25,-0.3,Graduate
1,8,7,1,1,0,19,0,5,10,0,0,2.6,Dropout
1,1,6,1,1,0,21,0,5,7,4,11.5,1.4,Enrolled
1,1,12,1,1,1,18,0,8,8,8,13.88125,-0.8,Graduate
1,1,11,1,1,0,18,0,6,8,6,11.33333333,-0.8,Graduate
1,1,2,1,1,0,20,0,0,0,0,0,0.3,Dropout
1,8,10,1,1,0,19,0,6,7,6,12.85714286,-0.3,Graduate
1,8,15,1,1,0,19,0,6,6,5,11.6,1.4,Graduate
1,8,11,1,1,1,18,0,6,9,5,11.4,0.5,Graduate
1,1,8,1,1,0,20,0,6,11,6,13.33333333,0.3,Enrolled
1,15,5,14,1,1,22,2,7,7,7,13.57142857,0.5,Graduate
2,12,13,12,1,0,31,0,7,13,6,11.83333333,0.5,Graduate
1,8,16,1,1,1,19,0,7,7,7,14.42857143,0.3,Graduate
1,1,2,1,1,0,18,0,0,0,0,0,0.5,Enrolled
1,1,11,1,1,1,18,0,6,8,6,12.28571429,1.4,Graduate
1,1,6,1,1,0,21,0,5,7,5,14.4,2.6,Graduate
1,8,12,1,1,1,18,0,7,8,7,13.15,-0.3,Graduate
1,15,9,14,0,0,25,0,5,6,0,0,2.8,Dropout
1,6,7,1,1,0,21,0,5,5,0,0,0.6,Dropout
1,9,12,1,1,1,19,0,8,8,7,12.34285714,1.4,Graduate
1,1,15,1,1,0,19,0,6,6,5,12.2,1.4,Enrolled
1,8,11,1,1,0,22,0,6,10,4,10.5,2.6,Dropout
1,6,9,1,1,0,19,0,5,5,5,10.6,0.5,Graduate
1,12,3,12,1,0,58,0,6,6,0,0,0.6,Dropout
1,7,10,1,1,1,19,0,6,8,4,11.25,1.4,Graduate
1,14,14,1,1,0,23,3,9,11,6,10.5,-0.8,Graduate
1,1,15,1,1,1,19,0,6,11,4,11,-0.8,Enrolled
1,9,12,1,1,0,18,0,7,7,7,13.45714286,-0.3,Graduate
1,1,6,1,1,0,20,0,5,6,5,12.6,2.6,Graduate
1,8,6,1,0,0,18,0,6,0,0,0,3.7,Dropout
1,8,14,1,1,0,18,0,6,6,6,13.66666667,1.4,Graduate
1,8,9,1,1,1,18,0,5,5,5,11.6,0.6,Graduate
1,12,8,1,1,0,24,0,6,9,6,12.57142857,0.6,Dropout
1,8,16,1,1,0,18,0,6,7,5,11.8,1.4,Dropout
1,1,9,1,1,1,19,0,5,5,5,11.6,-0.8,Enrolled
1,8,10,1,1,1,19,0,6,8,6,11.33333333,1.4,Graduate
1,1,11,1,1,0,18,0,6,6,6,10.66666667,2.6,Graduate
1,1,8,1,1,0,18,0,5,10,4,13.5,3.7,Enrolled
1,1,2,1,1,1,19,0,0,0,0,0,1.4,Graduate
1,15,6,1,1,0,22,2,6,9,6,13.33333333,-0.3,Graduate
1,1,11,1,1,0,19,0,6,9,5,13.4,1.4,Enrolled
3,8,10,1,1,1,21,0,6,8,3,10.2,3.7,Enrolled
1,8,15,1,1,1,21,0,6,6,5,13,1.4,Graduate
1,1,12,1,1,1,18,0,8,11,7,12.90857143,1.4,Graduate
1,1,16,1,1,0,20,0,6,12,4,12,1.4,Dropout
1,1,11,1,1,1,18,0,6,9,6,10.83333333,2.6,Enrolled
1,7,5,1,1,0,19,0,6,6,6,15.33333333,3.7,Graduate
1,1,12,1,1,1,18,0,7,9,6,12.81666667,0.6,Enrolled
1,6,9,1,0,0,26,6,7,7,6,13,0.6,Dropout
1,6,7,1,1,0,19,0,6,11,2,13.5,1.4,Enrolled
2,12,3,1,1,0,35,0,6,7,6,12.5,2.8,Graduate
1,9,14,1,1,1,19,0,6,7,6,13,0.5,Graduate
1,1,6,1,1,0,18,0,5,6,4,11.75,1.4,Graduate
1,1,14,1,1,0,19,0,5,5,4,12.5,2.6,Graduate
1,1,2,1,1,0,25,16,17,19,17,11.61111111,0.5,Graduate
1,8,11,1,1,0,18,0,6,6,6,14,0.6,Graduate
1,8,4,1,0,0,26,0,6,8,0,0,0.3,Dropout
1,14,17,1,1,0,34,0,5,5,5,13.8,-0.8,Graduate
1,1,11,1,0,0,18,0,5,6,0,0,3.7,Dropout
1,1,2,1,0,0,18,0,0,0,0,0,-0.8,Dropout
1,8,7,1,1,1,18,0,5,9,4,12.25,1.4,Dropout
1,15,4,14,1,0,20,0,6,12,3,11.5,0.5,Dropout
1,15,5,14,1,0,25,2,7,9,6,12.57142857,0.3,Graduate
1,8,8,1,1,0,18,0,6,9,6,12,0.6,Dropout
1,1,4,1,1,0,19,8,12,17,11,12,2.8,Graduate
1,1,2,1,1,0,20,0,0,0,0,0,1.4,Dropout
1,9,10,1,1,1,20,1,7,9,6,12,1.4,Graduate
1,1,7,1,1,0,20,0,5,9,4,11.6,2.6,Enrolled
1,1,9,1,1,1,19,0,5,5,0,0,0.6,Dropout
1,1,9,1,1,0,20,0,5,9,5,12,1.4,Enrolled
1,1,12,1,1,0,18,0,7,8,6,13.97666667,0.6,Enrolled
1,1,14,1,1,0,19,0,6,10,4,12.5,0.3,Enrolled
1,9,9,1,0,0,20,0,5,5,0,0,-0.8,Dropout
1,12,14,1,1,0,24,0,6,15,4,10.5,2.8,Dropout
1,15,4,14,1,0,20,0,6,8,5,12.85714286,0.3,Graduate
1,1,14,1,1,0,19,0,5,7,3,11.66666667,-0.8,Enrolled
1,16,7,1,1,0,23,0,5,7,2,13,1.4,Dropout
1,8,11,1,1,0,20,0,6,8,6,11.83333333,2.6,Enrolled
1,14,3,1,1,0,21,9,11,11,11,12.45454545,-0.8,Graduate
1,8,7,1,1,0,20,0,5,6,3,11,1.4,Dropout
2,8,7,1,1,0,21,0,5,10,4,13.2,2.6,Enrolled
1,1,15,1,1,1,18,0,6,6,6,15.5,0.6,Graduate
1,1,11,1,1,0,18,0,6,8,6,12.33333333,0.6,Graduate
